Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2026-01-04 23:53:00+00:00,4382.2001953125,4384.7998046875,4382.0,4384.5,142
2026-01-04 23:54:00+00:00,4382.39990234375,4383.0,4380.7998046875,4382.2998046875,85
2026-01-04 23:55:00+00:00,4381.89990234375,4383.39990234375,4380.7998046875,4382.2001953125,65
2026-01-04 23:56:00+00:00,4384.89990234375,4385.0,4381.89990234375,4381.89990234375,102
2026-01-04 23:57:00+00:00,4384.39990234375,4385.39990234375,4383.5,4385.0,157
2026-01-04 23:58:00+00:00,4383.7001953125,4385.2001953125,4382.7998046875,4385.2001953125,255
2026-01-04 23:59:00+00:00,4381.39990234375,4383.10009765625,4380.89990234375,4383.10009765625,62
2026-01-05 00:00:00+00:00,4384.10009765625,4384.2001953125,4380.7998046875,4381.89990234375,103
2026-01-05 00:01:00+00:00,4383.7001953125,4384.7001953125,4382.7001953125,4383.89990234375,37
2026-01-05 00:02:00+00:00,4382.2001953125,4384.60009765625,4381.60009765625,4383.7001953125,90
2026-01-05 00:03:00+00:00,4383.0,4383.10009765625,4381.5,4382.10009765625,62
2026-01-05 00:04:00+00:00,4379.89990234375,4383.2998046875,4379.89990234375,4383.0,108
2026-01-05 00:05:00+00:00,4382.2001953125,4383.0,4379.2998046875,4380.0,110
2026-01-05 00:06:00+00:00,4382.2998046875,4383.2001953125,4381.89990234375,4382.2998046875,40
2026-01-05 00:07:00+00:00,4381.2001953125,4382.0,4380.60009765625,4381.89990234375,32
2026-01-05 00:08:00+00:00,4382.39990234375,4382.60009765625,4381.39990234375,4381.39990234375,31
2026-01-05 00:09:00+00:00,4384.5,4384.7998046875,4380.89990234375,4381.7001953125,81
2026-01-05 00:10:00+00:00,4385.7998046875,4386.5,4384.2001953125,4384.7998046875,199
2026-01-05 00:11:00+00:00,4387.7998046875,4388.0,4385.10009765625,4386.0,110
2026-01-05 00:12:00+00:00,4388.89990234375,4389.10009765625,4387.39990234375,4387.89990234375,200
2026-01-05 00:13:00+00:00,4388.0,4389.39990234375,4387.0,4388.7001953125,132
2026-01-05 00:14:00+00:00,4387.0,4389.10009765625,4387.0,4387.7001953125,69
2026-01-05 00:15:00+00:00,4388.7001953125,4388.7998046875,4387.0,4387.10009765625,67
2026-01-05 00:16:00+00:00,4388.10009765625,4391.0,4387.60009765625,4389.0,182
2026-01-05 00:17:00+00:00,4389.2001953125,4389.2001953125,4386.7001953125,4387.7001953125,78
2026-01-05 00:18:00+00:00,4391.39990234375,4392.39990234375,4389.0,4389.0,117
2026-01-05 00:19:00+00:00,4392.2998046875,4392.2998046875,4390.60009765625,4391.60009765625,97
2026-01-05 00:20:00+00:00,4393.2001953125,4394.0,4391.0,4392.2998046875,211
2026-01-05 00:21:00+00:00,4394.7998046875,4395.0,4392.0,4393.0,156
2026-01-05 00:22:00+00:00,4393.2001953125,4395.0,4393.2001953125,4394.60009765625,171
2026-01-05 00:23:00+00:00,4394.0,4394.2998046875,4393.2998046875,4393.5,48
2026-01-05 00:24:00+00:00,4393.7998046875,4394.2001953125,4392.39990234375,4394.2001953125,163
2026-01-05 00:25:00+00:00,4393.2998046875,4393.7998046875,4392.5,4393.7001953125,58
2026-01-05 00:26:00+00:00,4393.0,4393.89990234375,4392.60009765625,4392.7998046875,65
2026-01-05 00:27:00+00:00,4394.2998046875,4394.5,4393.10009765625,4393.10009765625,74
2026-01-05 00:28:00+00:00,4397.0,4398.2998046875,4394.2001953125,4394.2001953125,359
2026-01-05 00:29:00+00:00,4396.2998046875,4398.89990234375,4396.2998046875,4396.7001953125,198
2026-01-05 00:30:00+00:00,4396.0,4397.2001953125,4395.39990234375,4396.10009765625,231
2026-01-05 00:31:00+00:00,4399.0,4400.39990234375,4396.0,4396.2998046875,299
2026-01-05 00:32:00+00:00,4401.0,4401.0,4397.89990234375,4399.10009765625,164
2026-01-05 00:33:00+00:00,4399.89990234375,4401.7998046875,4399.60009765625,4400.60009765625,153
2026-01-05 00:34:00+00:00,4398.0,4399.7998046875,4396.7001953125,4399.5,118
2026-01-05 00:35:00+00:00,4397.7998046875,4398.7998046875,4397.0,4397.89990234375,100
2026-01-05 00:36:00+00:00,4402.39990234375,4402.5,4397.5,4397.7001953125,252
2026-01-05 00:37:00+00:00,4404.7001953125,4406.39990234375,4402.10009765625,4402.2998046875,704
2026-01-05 00:38:00+00:00,4403.89990234375,4405.2998046875,4403.5,4405.10009765625,196
2026-01-05 00:39:00+00:00,4404.5,4404.7998046875,4403.0,4403.7001953125,117
2026-01-05 00:40:00+00:00,4395.7001953125,4404.89990234375,4395.7001953125,4404.89990234375,618
2026-01-05 00:41:00+00:00,4398.7001953125,4398.89990234375,4395.0,4396.0,350
2026-01-05 00:42:00+00:00,4399.0,4399.60009765625,4398.39990234375,4398.60009765625,88
2026-01-05 00:43:00+00:00,4397.89990234375,4399.7001953125,4396.60009765625,4398.7998046875,141
2026-01-05 00:44:00+00:00,4397.10009765625,4399.2001953125,4397.10009765625,4398.0,93
2026-01-05 00:45:00+00:00,4395.60009765625,4397.5,4394.7001953125,4397.5,98
2026-01-05 00:46:00+00:00,4396.7001953125,4398.10009765625,4395.2998046875,4395.2998046875,91
2026-01-05 00:47:00+00:00,4395.10009765625,4397.0,4394.60009765625,4396.0,135
2026-01-05 00:48:00+00:00,4398.10009765625,4398.2001953125,4394.89990234375,4395.0,149
2026-01-05 00:49:00+00:00,4401.7001953125,4401.7998046875,4397.7998046875,4397.7998046875,196
2026-01-05 00:50:00+00:00,4401.0,4401.7998046875,4399.2001953125,4401.7998046875,124
2026-01-05 00:51:00+00:00,4400.0,4402.0,4399.7001953125,4401.0,224
2026-01-05 00:52:00+00:00,4399.2001953125,4401.2998046875,4399.2001953125,4400.39990234375,72
2026-01-05 00:53:00+00:00,4402.2998046875,4402.39990234375,4399.2001953125,4399.2001953125,69
2026-01-05 00:54:00+00:00,4401.5,4402.39990234375,4401.2001953125,4402.0,61
2026-01-05 00:55:00+00:00,4402.7998046875,4403.0,4401.0,4401.60009765625,45
2026-01-05 00:56:00+00:00,4402.10009765625,4403.0,4401.60009765625,4403.0,27
2026-01-05 00:57:00+00:00,4400.89990234375,4403.10009765625,4400.2001953125,4402.2001953125,65
2026-01-05 00:58:00+00:00,4399.10009765625,4401.10009765625,4398.7001953125,4401.0,132
2026-01-05 00:59:00+00:00,4404.5,4405.60009765625,4399.2001953125,4399.2001953125,305
2026-01-05 01:00:00+00:00,4408.60009765625,4410.89990234375,4403.7998046875,4404.60009765625,827
2026-01-05 01:01:00+00:00,4407.7001953125,4410.7001953125,4406.2001953125,4409.0,255
2026-01-05 01:02:00+00:00,4417.5,4420.2998046875,4407.7998046875,4408.10009765625,1401
2026-01-05 01:03:00+00:00,4418.60009765625,4420.10009765625,4415.39990234375,4417.0,519
2026-01-05 01:04:00+00:00,4426.0,4426.39990234375,4418.89990234375,4418.89990234375,586
2026-01-05 01:05:00+00:00,4417.39990234375,4430.7001953125,4417.0,4426.2001953125,711
2026-01-05 01:06:00+00:00,4416.2001953125,4418.89990234375,4414.39990234375,4417.10009765625,454
2026-01-05 01:07:00+00:00,4421.89990234375,4422.60009765625,4415.39990234375,4416.10009765625,284
2026-01-05 01:08:00+00:00,4420.10009765625,4423.2998046875,4420.0,4422.0,219
2026-01-05 01:09:00+00:00,4420.0,4422.7998046875,4416.7001953125,4419.7001953125,533
2026-01-05 01:10:00+00:00,4412.7001953125,4426.60009765625,4412.2001953125,4420.5,529
2026-01-05 01:11:00+00:00,4416.0,4416.60009765625,4412.0,4413.0,366
2026-01-05 01:12:00+00:00,4410.89990234375,4417.7001953125,4410.2001953125,4416.2001953125,254
2026-01-05 01:13:00+00:00,4410.5,4412.10009765625,4405.60009765625,4411.10009765625,524
2026-01-05 01:14:00+00:00,4412.2001953125,4413.5,4407.60009765625,4410.0,202
2026-01-05 01:15:00+00:00,4412.7998046875,4413.2998046875,4409.60009765625,4411.89990234375,231
2026-01-05 01:16:00+00:00,4412.10009765625,4414.10009765625,4411.0,4412.7001953125,148
2026-01-05 01:17:00+00:00,4409.0,4412.5,4408.0,4412.5,144
2026-01-05 01:18:00+00:00,4412.2998046875,4413.39990234375,4406.5,4408.2001953125,222
2026-01-05 01:19:00+00:00,4405.5,4412.2001953125,4404.39990234375,4412.2001953125,215
2026-01-05 01:20:00+00:00,4407.2998046875,4411.0,4403.2001953125,4404.60009765625,294
2026-01-05 01:21:00+00:00,4409.0,4411.7998046875,4407.39990234375,4407.60009765625,139
2026-01-05 01:22:00+00:00,4408.89990234375,4409.0,4407.39990234375,4408.89990234375,54
2026-01-05 01:23:00+00:00,4405.10009765625,4408.60009765625,4405.10009765625,4408.60009765625,103
2026-01-05 01:24:00+00:00,4407.2998046875,4408.0,4405.89990234375,4405.89990234375,103
2026-01-05 01:25:00+00:00,4413.60009765625,4414.7001953125,4407.5,4407.5,303
2026-01-05 01:26:00+00:00,4409.5,4415.0,4409.39990234375,4413.5,228
2026-01-05 01:27:00+00:00,4407.0,4409.89990234375,4405.7998046875,4409.0,153
2026-01-05 01:28:00+00:00,4407.2001953125,4409.60009765625,4406.5,4406.89990234375,163
2026-01-05 01:29:00+00:00,4405.89990234375,4407.60009765625,4403.89990234375,4407.60009765625,224
2026-01-05 01:30:00+00:00,4406.2001953125,4409.2001953125,4404.39990234375,4406.39990234375,136
2026-01-05 01:31:00+00:00,4403.0,4406.2998046875,4402.2001953125,4405.89990234375,282
2026-01-05 01:32:00+00:00,4404.89990234375,4406.2998046875,4402.60009765625,4402.7998046875,143
2026-01-05 01:33:00+00:00,4410.39990234375,4410.39990234375,4404.60009765625,4405.5,221
2026-01-05 01:34:00+00:00,4405.60009765625,4410.2998046875,4405.39990234375,4410.0,171
2026-01-05 01:35:00+00:00,4408.10009765625,4408.60009765625,4403.7998046875,4405.0,142
2026-01-05 01:36:00+00:00,4408.10009765625,4408.89990234375,4406.7998046875,4407.7998046875,92
2026-01-05 01:37:00+00:00,4409.89990234375,4411.39990234375,4407.0,4408.10009765625,195
2026-01-05 01:38:00+00:00,4412.0,4413.60009765625,4409.5,4409.60009765625,197
2026-01-05 01:39:00+00:00,4414.10009765625,4414.7998046875,4411.7001953125,4411.7001953125,96
2026-01-05 01:40:00+00:00,4412.2001953125,4414.7998046875,4411.60009765625,4414.5,110
2026-01-05 01:41:00+00:00,4411.2998046875,4413.5,4410.39990234375,4412.2998046875,100
2026-01-05 01:42:00+00:00,4410.60009765625,4411.7998046875,4408.60009765625,4411.2001953125,117
2026-01-05 01:43:00+00:00,4410.0,4410.10009765625,4407.60009765625,4409.7001953125,172
2026-01-05 01:44:00+00:00,4413.7001953125,4413.7001953125,4409.7001953125,4410.2998046875,125
2026-01-05 01:45:00+00:00,4415.89990234375,4416.2001953125,4412.0,4413.7001953125,198
2026-01-05 01:46:00+00:00,4413.39990234375,4416.5,4412.60009765625,4415.60009765625,160
2026-01-05 01:47:00+00:00,4411.5,4413.0,4410.10009765625,4413.0,201
2026-01-05 01:48:00+00:00,4410.5,4413.10009765625,4409.2998046875,4411.60009765625,118
2026-01-05 01:49:00+00:00,4408.89990234375,4411.60009765625,4408.2001953125,4409.7998046875,131
2026-01-05 01:50:00+00:00,4402.7998046875,4409.60009765625,4402.10009765625,4409.2998046875,267
2026-01-05 01:51:00+00:00,4401.5,4405.0,4401.10009765625,4403.0,237
2026-01-05 01:52:00+00:00,4402.60009765625,4404.2998046875,4400.39990234375,4401.7998046875,181
2026-01-05 01:53:00+00:00,4407.0,4407.7001953125,4402.89990234375,4402.89990234375,169
2026-01-05 01:54:00+00:00,4407.7001953125,4409.7001953125,4407.10009765625,4407.2001953125,67
2026-01-05 01:55:00+00:00,4407.60009765625,4408.7001953125,4406.7998046875,4407.60009765625,43
2026-01-05 01:56:00+00:00,4408.7998046875,4409.2001953125,4406.60009765625,4407.60009765625,49
2026-01-05 01:57:00+00:00,4408.7998046875,4410.2001953125,4407.5,4408.89990234375,188
2026-01-05 01:58:00+00:00,4410.39990234375,4411.5,4407.7998046875,4408.7001953125,148
2026-01-05 01:59:00+00:00,4411.10009765625,4411.2998046875,4409.5,4410.7001953125,53
2026-01-05 02:00:00+00:00,4411.7998046875,4414.7001953125,4411.10009765625,4411.39990234375,138
2026-01-05 02:01:00+00:00,4407.7001953125,4411.5,4407.39990234375,4411.5,164
2026-01-05 02:02:00+00:00,4405.60009765625,4407.2998046875,4405.10009765625,4407.2998046875,95
2026-01-05 02:03:00+00:00,4407.0,4407.2998046875,4404.89990234375,4405.5,108
2026-01-05 02:04:00+00:00,4408.0,4409.39990234375,4406.5,4406.89990234375,163
2026-01-05 02:05:00+00:00,4406.10009765625,4409.10009765625,4405.5,4408.2001953125,107
2026-01-05 02:06:00+00:00,4401.2998046875,4406.2998046875,4401.2998046875,4406.2998046875,143
2026-01-05 02:07:00+00:00,4400.60009765625,4403.7998046875,4400.5,4401.2998046875,116
2026-01-05 02:08:00+00:00,4400.0,4400.60009765625,4397.10009765625,4400.60009765625,496
2026-01-05 02:09:00+00:00,4400.10009765625,4402.39990234375,4399.7001953125,4400.0,139
2026-01-05 02:10:00+00:00,4400.5,4402.7001953125,4399.10009765625,4399.7001953125,188
2026-01-05 02:11:00+00:00,4400.60009765625,4401.39990234375,4400.0,4400.5,66
2026-01-05 02:12:00+00:00,4402.39990234375,4403.7001953125,4400.2998046875,4400.2998046875,64
2026-01-05 02:13:00+00:00,4402.10009765625,4403.2998046875,4401.7998046875,4402.39990234375,47
2026-01-05 02:14:00+00:00,4403.60009765625,4404.60009765625,4402.7998046875,4402.7998046875,143
2026-01-05 02:15:00+00:00,4404.7001953125,4405.60009765625,4402.10009765625,4403.0,136
2026-01-05 02:16:00+00:00,4404.39990234375,4405.2001953125,4404.10009765625,4404.39990234375,80
2026-01-05 02:17:00+00:00,4405.5,4407.39990234375,4401.5,4404.2001953125,375
2026-01-05 02:18:00+00:00,4404.89990234375,4406.2001953125,4404.7998046875,4405.2998046875,43
2026-01-05 02:19:00+00:00,4403.5,4405.39990234375,4403.2001953125,4405.39990234375,50
2026-01-05 02:20:00+00:00,4403.7998046875,4405.7998046875,4403.2001953125,4403.7001953125,70
2026-01-05 02:21:00+00:00,4404.0,4404.39990234375,4403.10009765625,4404.2001953125,57
2026-01-05 02:22:00+00:00,4404.0,4404.7001953125,4403.60009765625,4404.2001953125,28
2026-01-05 02:23:00+00:00,4404.2001953125,4405.5,4404.0,4404.0,45
2026-01-05 02:24:00+00:00,4406.10009765625,4406.5,4403.5,4404.2001953125,60
2026-01-05 02:25:00+00:00,4408.2001953125,4408.2001953125,4406.39990234375,4406.39990234375,104
2026-01-05 02:26:00+00:00,4411.5,4411.5,4408.0,4408.0,130
2026-01-05 02:27:00+00:00,4410.5,4411.2998046875,4409.39990234375,4411.10009765625,118
2026-01-05 02:28:00+00:00,4410.60009765625,4412.10009765625,4410.2998046875,4411.39990234375,107
2026-01-05 02:29:00+00:00,4411.2001953125,4411.89990234375,4410.0,4410.2998046875,76
2026-01-05 02:30:00+00:00,4414.39990234375,4415.0,4410.39990234375,4411.10009765625,210
2026-01-05 02:31:00+00:00,4415.0,4415.0,4413.7001953125,4414.7001953125,89
2026-01-05 02:32:00+00:00,4414.39990234375,4416.2998046875,4414.39990234375,4415.2001953125,133
2026-01-05 02:33:00+00:00,4413.7001953125,4415.10009765625,4413.2998046875,4414.89990234375,136
2026-01-05 02:34:00+00:00,4412.39990234375,4414.39990234375,4410.89990234375,4413.60009765625,119
2026-01-05 02:35:00+00:00,4413.5,4413.7001953125,4411.0,4412.0,113
2026-01-05 02:36:00+00:00,4413.39990234375,4413.7001953125,4412.7998046875,4413.60009765625,44
2026-01-05 02:37:00+00:00,4412.60009765625,4414.2001953125,4411.7998046875,4413.0,103
2026-01-05 02:38:00+00:00,4411.7998046875,4412.7998046875,4410.5,4412.7998046875,53
2026-01-05 02:39:00+00:00,4411.60009765625,4413.60009765625,4411.10009765625,4412.10009765625,88
2026-01-05 02:40:00+00:00,4413.2001953125,4413.2001953125,4409.7001953125,4410.89990234375,97
2026-01-05 02:41:00+00:00,4413.10009765625,4414.10009765625,4412.89990234375,4413.39990234375,54
2026-01-05 02:42:00+00:00,4412.7998046875,4414.0,4411.0,4413.60009765625,54
2026-01-05 02:43:00+00:00,4409.60009765625,4414.2001953125,4409.60009765625,4413.0,59
2026-01-05 02:44:00+00:00,4408.7998046875,4411.0,4408.60009765625,4409.89990234375,104
2026-01-05 02:45:00+00:00,4408.2998046875,4411.10009765625,4408.2998046875,4408.89990234375,78
2026-01-05 02:46:00+00:00,4411.7001953125,4412.0,4407.5,4408.0,107
2026-01-05 02:47:00+00:00,4411.7998046875,4413.2998046875,4411.5,4411.7001953125,84
2026-01-05 02:48:00+00:00,4412.39990234375,4414.39990234375,4411.7998046875,4412.5,98
2026-01-05 02:49:00+00:00,4412.5,4412.60009765625,4411.2001953125,4412.2998046875,40
2026-01-05 02:50:00+00:00,4412.5,4413.7001953125,4412.0,4412.7998046875,89
2026-01-05 02:51:00+00:00,4415.39990234375,4415.7001953125,4412.89990234375,4413.0,106
2026-01-05 02:52:00+00:00,4417.60009765625,4417.7001953125,4415.0,4415.5,149
2026-01-05 02:53:00+00:00,4417.7998046875,4417.7998046875,4416.7001953125,4417.5,88
2026-01-05 02:54:00+00:00,4416.2998046875,4417.5,4416.2001953125,4417.39990234375,56
2026-01-05 02:55:00+00:00,4416.5,4418.7998046875,4416.39990234375,4416.39990234375,162
2026-01-05 02:56:00+00:00,4417.2001953125,4418.2998046875,4416.7998046875,4417.2998046875,26
2026-01-05 02:57:00+00:00,4415.5,4417.0,4415.2001953125,4417.0,86
2026-01-05 02:58:00+00:00,4415.0,4416.0,4414.39990234375,4416.0,66
2026-01-05 02:59:00+00:00,4415.0,4415.2001953125,4413.5,4414.7001953125,61
2026-01-05 03:00:00+00:00,4417.2001953125,4417.39990234375,4414.7998046875,4414.7998046875,83
2026-01-05 03:01:00+00:00,4417.2998046875,4417.39990234375,4415.89990234375,4416.7998046875,42
2026-01-05 03:02:00+00:00,4420.10009765625,4420.7001953125,4416.89990234375,4417.0,155
2026-01-05 03:03:00+00:00,4420.39990234375,4421.5,4419.5,4420.2001953125,146
2026-01-05 03:04:00+00:00,4420.7998046875,4421.60009765625,4420.2001953125,4420.60009765625,47
2026-01-05 03:05:00+00:00,4422.7998046875,4423.2001953125,4420.7001953125,4420.89990234375,89
2026-01-05 03:06:00+00:00,4421.39990234375,4422.60009765625,4421.10009765625,4422.2998046875,84
2026-01-05 03:07:00+00:00,4420.7998046875,4422.0,4420.5,4421.60009765625,67
2026-01-05 03:08:00+00:00,4419.7998046875,4421.5,4419.39990234375,4420.60009765625,103
2026-01-05 03:09:00+00:00,4419.2998046875,4420.2998046875,4418.10009765625,4419.60009765625,173
2026-01-05 03:10:00+00:00,4418.60009765625,4419.7001953125,4417.2998046875,4419.2998046875,92
2026-01-05 03:11:00+00:00,4419.10009765625,4419.39990234375,4418.5,4418.7998046875,43
2026-01-05 03:12:00+00:00,4419.60009765625,4420.2001953125,4419.10009765625,4419.2001953125,42
2026-01-05 03:13:00+00:00,4421.60009765625,4422.0,4419.39990234375,4419.60009765625,155
2026-01-05 03:14:00+00:00,4419.7001953125,4422.60009765625,4419.5,4421.89990234375,62
2026-01-05 03:15:00+00:00,4418.7001953125,4419.7998046875,4418.2998046875,4419.5,63
2026-01-05 03:16:00+00:00,4420.60009765625,4421.60009765625,4418.7001953125,4418.7001953125,69
2026-01-05 03:17:00+00:00,4420.5,4421.2001953125,4419.89990234375,4421.0,38
2026-01-05 03:18:00+00:00,4418.7001953125,4420.10009765625,4418.7001953125,4420.10009765625,68
2026-01-05 03:19:00+00:00,4417.2998046875,4419.2001953125,4416.7998046875,4419.0,125
2026-01-05 03:20:00+00:00,4418.0,4419.10009765625,4417.0,4417.2998046875,68
2026-01-05 03:21:00+00:00,4418.10009765625,4418.89990234375,4417.39990234375,4418.5,18
2026-01-05 03:22:00+00:00,4417.60009765625,4418.0,4417.2998046875,4417.89990234375,15
2026-01-05 03:23:00+00:00,4418.2001953125,4418.7998046875,4416.89990234375,4417.7998046875,51
2026-01-05 03:24:00+00:00,4418.7998046875,4418.7998046875,4418.0,4418.2001953125,24
2026-01-05 03:25:00+00:00,4417.7998046875,4419.2998046875,4416.39990234375,4418.89990234375,61
2026-01-05 03:26:00+00:00,4417.0,4418.5,4416.7998046875,4418.2001953125,29
2026-01-05 03:27:00+00:00,4415.0,4417.2001953125,4414.60009765625,4417.10009765625,122
2026-01-05 03:28:00+00:00,4415.39990234375,4416.7001953125,4415.10009765625,4415.2001953125,56
2026-01-05 03:29:00+00:00,4416.7998046875,4417.0,4415.5,4415.5,30
2026-01-05 03:30:00+00:00,4415.39990234375,4416.10009765625,4414.39990234375,4416.10009765625,130
2026-01-05 03:31:00+00:00,4413.5,4415.2001953125,4412.60009765625,4415.10009765625,136
2026-01-05 03:32:00+00:00,4413.39990234375,4414.39990234375,4413.2998046875,4413.5,55
2026-01-05 03:33:00+00:00,4413.39990234375,4413.89990234375,4411.7998046875,4413.2001953125,100
2026-01-05 03:34:00+00:00,4413.10009765625,4414.2998046875,4413.10009765625,4413.7001953125,34
2026-01-05 03:35:00+00:00,4413.2998046875,4413.2998046875,4412.2001953125,4412.7001953125,42
2026-01-05 03:36:00+00:00,4415.0,4415.10009765625,4412.7998046875,4412.7998046875,83
2026-01-05 03:37:00+00:00,4414.0,4415.0,4414.0,4414.5,21
2026-01-05 03:38:00+00:00,4417.0,4417.10009765625,4414.7998046875,4415.0,89
2026-01-05 03:39:00+00:00,4417.5,4418.2001953125,4416.7001953125,4417.0,107
2026-01-05 03:40:00+00:00,4417.5,4417.7998046875,4416.7998046875,4417.2998046875,32
2026-01-05 03:41:00+00:00,4417.7998046875,4417.7998046875,4416.7998046875,4417.5,17
2026-01-05 03:42:00+00:00,4419.10009765625,4419.39990234375,4417.7001953125,4417.7001953125,82
2026-01-05 03:43:00+00:00,4418.7998046875,4419.5,4418.7998046875,4419.10009765625,36
2026-01-05 03:44:00+00:00,4418.60009765625,4419.2998046875,4418.10009765625,4419.2001953125,24
2026-01-05 03:45:00+00:00,4417.7998046875,4418.89990234375,4417.39990234375,4418.7001953125,41
2026-01-05 03:46:00+00:00,4418.60009765625,4418.89990234375,4417.7998046875,4417.7998046875,22
2026-01-05 03:47:00+00:00,4417.10009765625,4418.60009765625,4417.10009765625,4418.60009765625,51
2026-01-05 03:48:00+00:00,4415.39990234375,4417.10009765625,4414.89990234375,4417.0,48
2026-01-05 03:49:00+00:00,4415.60009765625,4416.60009765625,4415.39990234375,4415.89990234375,39
2026-01-05 03:50:00+00:00,4416.60009765625,4417.0,4415.7998046875,4415.7998046875,46
2026-01-05 03:51:00+00:00,4418.0,4418.2001953125,4416.2998046875,4416.2998046875,32
2026-01-05 03:52:00+00:00,4417.60009765625,4417.60009765625,4417.39990234375,4417.60009765625,13
2026-01-05 03:53:00+00:00,4417.0,4417.2001953125,4416.89990234375,4417.2001953125,15
2026-01-05 03:54:00+00:00,4415.5,4416.60009765625,4415.10009765625,4416.60009765625,36
2026-01-05 03:55:00+00:00,4415.2001953125,4415.89990234375,4414.89990234375,4415.2001953125,40
2026-01-05 03:56:00+00:00,4414.0,4415.0,4413.89990234375,4414.89990234375,54
2026-01-05 03:57:00+00:00,4412.39990234375,4414.39990234375,4412.39990234375,4414.0,90
